Text,Label,Predicted Senti 
"محتار جدا ما بين نجمتين و نجمه واحدة. للأسف مش شايف الرواية رومانسيه ابدا يعني زي ما كنت متخيل. كمية الملل غير طبيعية انا مالي انا بالتاريخ و صيد الصقور و كلام عم شاهين ده كله ملهوش ادني لازمه يعني. نهاية الروايه سيئه جدا برده. اخترت نجمتين نجمه منهم للأسم و الغلاف و النجمة التانيه لبعض الجمل الكويسه زي مثلا. نحن نضحك لأننا نفرح .. نضحك لان الأشياء الجيدة تحدث .. نضحك لكي ننسى .. ونضحك لكي لا نموت كمدا واحيانا نضحك لكي لا ننسى الضحك . للأسف مش حلوه ابدا الرواية
",Negative,Negative
"عادي.. ال ممكن يعمل اكتر من كدة
",Negative,Negative
"عادي . فندق عادي ولا يستاهل القيمه والمسافه عن الحرم بعيده.
",Negative,Negative
"سيء جدا . لم يعجبني شيء. موقع سيءطاقم عمل وخدمة سيئة جداسعر مبالغ فيه ، حيث كان سعر سكن يومين بالموقع ريال وتفاجأت عند وصولي ان السعر درهم اماراتي عموما فندق سيء من جميع النواحي ولا انصح بالسكن فيه
",Negative,Negative
"يانا يا هوا .. أو بالإنجليزية مش كدة؟ فكرة الفيلم هي ذاتها فكرة فيلم الأمريكي الذي قام ببطولته جيم كيري، وهي أن شخص يسكن بداخله شخصيتين مختلفتين تماما، في الحالة المصرية التي تم إستبدال جيم كيري فيها بنضال الشافعي ورينيه زيوليجر بريم البارودي، فقد كان هناك سعيد الساذج جدا لدرجة الإستفزاز والذي يتحكم فيه شخصية شريرة أخري تظهر بين الحين والأخر هي حازم، فيما يقوم لطفي لبيب بعلاجه، وفيما يتورط حازم في عدة أعمال إجرامية، يبقي سعيد وأقصي طموحه هو أن يفوز بحب جميلة التي تقوم بدورها ريم البارودي، وخلال الأحداث يورط حازم نصف الشخصية الأخري سعيد في عدة أشياء ويخرج من داخله للإستيلاء علي شخصيته فجأة دون سيطرة من سعيد، فيما يظهر الفيلم بشكل ضعيف دراميا، إلا أنه أظهر قدرات تمثيلية لنضال الشافعي المعروف موهبته، فنضال من يراه في الحقيقة يري شخص بعيد عن كل الشخصيات التي قدمها، وبعيد بمعني أنه لم يقدم شخصية لها حتي ولو ملمح واحد من شخصيته الحقيقية أو طريقة حديثه، فمن كان يعرفه بشخصية سيد في تامر وشوقية فقط وقابله بشخصيته الحقيقية كان سيجد مفاجأة كبيرة، أظهر نضال قدرته التمثيلية في عدة مشاهد في الفيلم أهمها مشهد الشجار بين حازم وسعيد وهم الشخص ذاته حينما أبرح حازم شخصيته الأخري سعيد ضربا في أحد الحمامات، فكانت ردود أفعال نضال قوية للغاية ومقنعة للمشاهد بأن هناك شخصين في شجار داخل جسد واحد، والشجار الأخر الذي حدث بينهم داخل ملهي ليلي في نهاية الفيلم والمشهد الذي قاوم فيه سعيد خروج حازم ونجح في ذلك، بعيدا عن ذلك، فالفيلم الجيد ليس ممثلا جيدا فقط، فبدون قصة وسيناريو جيدين ورؤية إخراجية وفنية ثاقبة وإنتاج وماكيير فنان بمناسبة قصة شعر شخصية سعيد لا يوجد فيلم، بدون تكامل كافة العناصر اللازمة لفيلم جيد يبقي الممثل الجيد كمليون جنيه قمت بإطلاقها في الهواء .. بدون أي فائدة .. فهل نعتبر أن يانا يا هوا مغامرة من نضال الشافعي للإعلان عن قدراته التمثيلية للمخرجين والمنتجين الأخرين فقط لا غير أم أنه إغراء البطولة المطلقة؟ لا نعرف.
",Negative,Positive
"مبدأيا الكتاب مكملش فى إيدى ساعتين.. واحد جاله إكتئاب شهور قال هوبا يا أكتبلى بيتين شعر عاميه والشباب هيفرح ويهيص... الكتاب جزئين... الأول: ما عجبنيش فيه غير قصيده واحده فقط حيطة أمل اللى غنينها زهره... التانى: وده اللى أخد النجمتين عجبنى فيه كام واحده.. الكتاب ده يعلمنا إن مش أى ك م يتكتب ع الفيس بنفع يطبع فى الكتب.. ولكن العيب مش فى الكاتب العيب بقي فى دور النشر اللى عاوزه تعمل فلوس وخ ص . الشعر العاميه له ناسه وياريت نحترم ده.. أنا بحاول أفهم كان يقصد إيه لما كتب ديوان بالعاميه المصريه . محمد إبراهيم حضرتك مش شاعر عاميه.
",Negative,Negative
"مقالات عن الحب. لم يجذبني مقال احمد خالد توفيق احسست فية بالاستظراف. واستفدت من جزء محمد سامي فلم اكن اعلم شئ عن هؤلاء الجواسيس. واكثر ما جذبني جزء نبيل فاروق. وضحكت من جزء تامر احمد. وبالرغم من ان جزء تامر ابراهيم ليس بالجديد لكني انجذب لكتاباتة لا اراديا :
",Negative,Negative
"ضعيف. لا شيء. الفندق قذر جدا
",Negative,Negative
"من يغفر كثيرا يتألم أكثر. . تهوى الرقص كثيرا ولكن للأسف أكثر رقصها على جراحها. . مضت اليوم و الثانية والدقيقة .. اشتاقها بحق السماااء. شخصيا اطلقت على هذا الكتاب:: ليتها لم تقرأ . . مؤلم جدا
",Negative,Positive
"هناك خيط رفيع بين الجرأة و الوقاحة فى الأدب .. و هو خيط لم يدركه الكاتب للأسف
",Negative,Negative
"حاولت أكمل ما قدرت، سخافة غير طبيعية، عقلي لم يتحمل.
",Negative,Positive
"مقبول . الفندق متواضع ا من موقعه جيد نوعا ما. النظافة سيئة و ا ثاث بالي و قديم
",Negative,Negative
"كتاب لطيف خفيف ظريف ... واذ فجأة اكتشفت ان كلو بيحب الا اناا
",Negative,Negative
"حرام تسكن فيه . لا شيء. كل شيء
",Negative,Negative
"سيئ ..خسارة فيه اسلوب الشعر و التشبيهات الجيدة الشعرية.... لا تقولون يناقش قضية..اي قضية يناقش..مع كل تلك التفاصيل البذيئة و الوصف الجرئ..لما ؟؟ لما كل هذا..ان كانت القضية منافية للدين ثم الأخلاق ثم قيم المجتمع..فاحذري و تحفظي و تادبي..ليست هذه حرية. ..ولا حرية تعبير ..حضرتك تتدعمين سلوك مريض و مرفوض..وفري لهم سبل العلاج و الخلاص بكتابتك أيضا بدلا من كل هذا...آسفة .لم اكملها و لن اعيرها لاحد..عيب ..
",Negative,Negative
